transit,proximity_score,access,street,neighbourhood,city,state,zipcode,market,smart_location,country_code,country,ZRENT,cost_property,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_score,amenities,square_feet,price,yearly_price,ROI,weekly_price,monthly_price,security_deposit,cleaning_fee,availability_30,availability_60,availability_90,availability_365,review_scores_rating,review_scores_communication,review_scores_location,pets,first_review,apartment_age
,,,"Austin, TX, United States",Tarrytown,Austin,TX,78703,Austin,"Austin, TX",US,United States,"4,800.00",1385527,30.30587,-97.77132,House,Entire home/apt,6,2.5,3,4,19,"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",""Hair dryer"",""Laptop friendly workspace""}",,1050,383250,176.60955,6500,,1050,100,0,0,0,0,100,10,10,0,18-03-2012,2012
There is Bus line that goes down our road to get to downtown Austin. We also have two bikes if you choose to use.,3,,"Austin, TX, United States",Windsor Park,Austin,TX,78723,Austin,"Austin, TX",US,United States,"2,300.00",437115,30.30599,-97.69641,House,Entire home/apt,9,2,3,3,21,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",Other}",,325,118625,171.381673,,,500,100,0,0,0,0,100,10,10,1,20-11-2012,2012
"Guest parking onsite at no additional charge. Taxis, bus and uber is very readily available from the town home.",3,Guests can access the entire town home along with the common courtyard which has a pool and a hot tub.,"Austin, TX, United States",Downtown,Austin,TX,78701,Austin,"Austin, TX",US,United States,"2,456.00",,30.2805,-97.74286,Townhouse,Entire home/apt,8,2.5,2,4,15,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher"",Shampoo}",1000,299,109135,#DIV/0!,4999,9999,500,149,28,53,83,343,91,10,9,0,23-04-2012,2012
Both standard and rapid bus routes are available within a 3 minute walk from our house.,3,Anything your heart desires.,"Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,850.00",803163,30.24981,-97.77782,House,Entire home/apt,6,3,3,4,10,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer}",2050,495,180675,124.9543368,,,250,125,0,0,0,0,90,9,7,0,20-11-2012,2012
"There are several places walking distance from the house. Restaurants, cafes, Zilker Park, Barton Springs pool, Ladybird hike/bike trail and lake. The Alamo Draft House Movie theater (where you can get dinner and drinks while you watch a movie), and much more.  There is a bus stop just a few blocks away from the house. Uber, Lyft, Ride Austin and FARE are also a great way to get around if you are not renting a car.",5,"Guest will have access to the entire front house, including the screened in porch in the back.  *Top of the line washer and dryer.","Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,900.00",946445,30.2552,-97.76862,House,Entire home/apt,4,1,2,2,38,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",1000,135,49275,-47.9367528,,,500,95,8,16,24,50,99,10,10,0,17-03-2012,2012
,,,"Austin, TX, United States",Hancock,Austin,TX,78751,Austin,"Austin, TX",US,United States,"3,000.00",596203,30.31062,-97.7184,Cabin,Private room,2,1,1,1,14,"{Wifi,""Air conditioning"",""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,""Hair dryer"",""Private entrance""}",,100,36500,-38.7792413,,,,,9,34,53,290,99,10,10,1,18-03-2012,2012
,,,"Austin, TX, United States",Dawson,Austin,TX,78704,Austin,"Austin, TX",US,United States,"1,820.00",732957,30.22974,-97.76657,House,Entire home/apt,4,0,2,1,13,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Washer/Dryer,""Pets live on this property"",Cat(s),Heating,Washer,Dryer}",1500,800,292000,298.3862628,,,1000,100,0,0,0,0,,,,1,,
"House is located directly on the #5 bus line, which goes to the UT campus and downtown Austin. The light rail stop is about 7 blocks away and also goes downtown. My house also happens to be on a bike route, if you will be getting around that way. Crestview neighborhood is conveniently located near several major thoroughfares, and is very accessible to the rest of the city.",3,"Guests will have access to the house, yard, and driveway. ","Austin, TX, United States",Brentwood,Austin,TX,78757,Austin,"Austin, TX",US,United States,"1,597.00",779086,30.33765,-97.72982,House,Entire home/apt,3,1,1,1,13,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Cat(s),Heating,Washer,Dryer,Iron,""Laptop friendly workspace""}",,200,73000,-6.30045977,,,,,0,0,0,0,90,10,10,1,14-03-2012,2012
,,I will meet with a key,"Austin, TX, United States",Holly,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,736.00",303773,30.25759,-97.71779,House,Entire home/apt,4,1,1,3,32,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Long term stays allowed""}",600,110,40150,32.17106194,,,,100,3,15,42,118,98,10,10,0,17-03-2017,2017
,,,"Austin, TX, United States",Allendale,Austin,TX,78756,Austin,"Austin, TX",US,United States,,,30.31725,-97.74403,House,Entire home/apt,4,1,2,2,11,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer}",1150,625,228125,#DIV/0!,4000,10000,,100,30,60,90,365,,,,0,,
Uber.  Cabs.  Rent a car.  The metrorail stop is a few blocks from the property and it's close to a major bus stop.,3,You'll have access to the entire property except for the master closet & front yard.,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,570.00",,30.2532,-97.72391,House,Entire home/apt,10,4,4,10,34,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Lake access""}",,500,182500,#DIV/0!,,,1000,200,23,45,72,340,98,10,10,1,03-11-2012,2012
For ride hailing services the best bet is RideAustin.  Get the app.  We are 11 miles from the airport and cab or other is about 20 to @ 25.   Takes about 20 minutes to walk to Alamo Drafthouse.,2,,"Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,150.00",1524430,30.25433,-97.77582,Apartment,Entire home/apt,3,1,1,2,33,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Free street parking"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,69,25185,-83.47907087,495,1595,150,50,7,25,40,93,96,10,10,0,19-03-2012,2012
3 Bus stops within a 8-20 min walk from the property.  There are 2 bike rental shops and bike kiosk within a mile of the house.  Enterprise-rent-a-car is 1.5 miles away. Getting around on foot is also easy on nice days.,4,Guests will receive a code to access the home prior to arrival date.,"Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,800.00",998324,30.25756,-97.77102,House,Entire home/apt,12,3.5,5,7,45,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",2650,795,290175,190.6621498,3990,9500,1000,275,16,37,60,314,98,10,10,1,07-04-2014,2014
"This neighborhood is downtown adjacent, so the wait for a taxi is pretty short, in my experience. You can walk downtown in less than 15 minutes. To the convention center, it's about 20-25 minutes.     There are multiple bus lines within 1-3 blocks in 3 directions.  It is located between 2 major highways, no more than 1.2 miles from one and less than 1 mile from the other.",3,"You will have a house key (to be returned/left in a pre-arranged place). The patio is a nice place to hang out and have some beers, while enjoying the city sounds. It's elevated and it cannot be seen from the street to the front or behind it. There is also a fire pit as well as fire logs for you to enjoy.","Austin, TX, United States",Old West Austin,Austin,TX,78704,Austin,"Austin, TX",US,United States,950,,30.27407,-97.75345,Apartment,Entire home/apt,6,1,1,2,17,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Host greets you""}",1200,225,82125,#DIV/0!,1775,,,50,0,1,1,1,94,10,10,0,19-03-2013,2013
"Plenty of parking at the Lake Travis Tree Lodge. Boat parking too. Also, the biggest public boat ramp on Lake Travis is right across the street from the Tree Lodge. There is not any public transportation options in this area. Uber operates in the Lake Travis area if you are going out here, but Austin kicked them out so you cannot take Uber into Austin anymore.",1,"The Lake Travis Tree Lodge is accessed via an exterior stairway that is just for the guests. I live on the premises but the set up is closer to a duplex than a shared house. There are no shared spaces. Guests are welcome to enjoy the yard and the secluded, small two-street no-outlet neighborhood. The Lake Travis Tree Lodge has a digital entry keypad and each guest is given their own code.","Austin, TX, United States",Steiner Ranch,Austin,TX,78734,Austin,"Austin, TX",US,United States,900,,30.39409,-97.91907,Bed and breakfast,Hotel room,2,1,1,1,28,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private living room"",""Private entrance""}",,210,76650,#DIV/0!,,,,,30,60,90,365,100,10,10,1,22-10-2017,2017
"You can walk to many things, and public transit options are just 10-15 minute walk.  3 bike rental less than a mile from the home Enterprise Rent-A-Car  2 miles from the home  Uber or Lyft are great options as well.",4,Guests will receive a unique code to access they key to the property,"Austin, TX, United States",Zilker,Austin,TX,78704,Austin,"Austin, TX",US,United States,"2,820.00",770734,30.25865,-97.76926,House,Entire home/apt,8,2.5,3,4,52,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Lockbox,""Private living room"",""Private entrance"",Bathtub,""High chair"",""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Long term stays allowed"",""Shower gel"",""Baking sheet"",""Barbecue utensils"",""Trash can""}",,295,107675,39.70448949,1790,4600,400,125,7,22,45,306,97,10,10,1,19-03-2012,2012
VERY EASY - GREAT CENTRAL AUSTIN LOCATION!    ON BUS LINE,3,"Guest have access to entire house, everything except other bedrooms. Overnight visitors with permission of owner only if extra room is available, and may incur an additional charge.","Austin, TX, United States",North Loop,Austin,TX,78751,Austin,"Austin, TX",US,United States,"1,034.00",448680,30.32109,-97.71999,Bungalow,Private room,1,1,1,1,30,"{Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",,35,12775,-71.52759205,,750,400,0,0,0,0,251,98,10,10,0,16-10-2014,2014
"Walking is the number one benefit staying here but if you aren't in the mood to walk, car services are super cheap given the short distance. If you are out on Rainey or East 6th I love to take a Pedicab back home is also fun and usually under 10! For car service I recommend using FARE which you can download their app.  Bus stop is half a block down as well as around the corner.",4,All access from the front porch to the backyard.,"Austin, TX, United States",East Downtown,Austin,TX,78702,Austin,"Austin, TX",US,United States,"1,740.00",,30.25917,-97.73425,House,Entire home/apt,8,2.5,3,4,48,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",Bathtub,""Children’s books and toys"",""Game console"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Garden or backyard"",Other,""Lake access"",""Shower gel"",""Baking sheet"",""Barbecue utensils"",""Trash can""}",,415,151475,#DIV/0!,,,1000,150,11,20,31,74,95,10,10,0,11-03-2012,2012
