CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,Medium,Medium,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,FrequentlyWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,Very Low
Heavily Republican,Very High,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,High
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Medium
Even,High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,Lifted,Low
Heavily Republican,Very High,Medium,FrequentlyWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Leaning Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very High
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Medium,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,High,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Medium,Very High,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very Low,FrequentlyWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Low,FrequentlyWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Lifted,Medium
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Medium
Even,High,Very Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Even,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Even,Very High,Very Low,AlwaysWearMasks,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Low,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Republican,High,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,High
Leaning Republican,Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Heavily Republican,High,Medium,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Low,Very Low,RarelyWearMasks,noncore,Democratic,Very High,Lifted,High
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,High,AlwaysWearMasks,noncore,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,High,Very Low,AlwaysWearMasks,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,Medium
Even,High,High,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,Medium
Heavily Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Very High,High,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,Medium
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,High
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,SometimesWearMasks,micropolitan,Republican,Low,Lifted,Very High
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,High,Very High,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Even,Low,Very Low,AlwaysWearMasks,micropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,High,Lifted,Low
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Medium,AlwaysWearMasks,micropolitan,Democratic,Medium,>10 People Prohibited,Very High
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,Very High,>10 People Prohibited,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,Medium
Heavily Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,Very High
,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,High
Heavily Republican,Low,Very Low,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Low,FrequentlyWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very High
Leaning Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very Low,Very Low,AlwaysWearMasks,noncore,Democratic,Low,Lifted,Very Low
Heavily Democrat,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,>10 People Prohibited,Low
Heavily Democrat,Low,Medium,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,High,Lifted,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Medium,Very Low,FrequentlyWearMasks,micropolitan,Republican,Low,Expanded Limit to Greater Than 25,Very Low
Leaning Democrat,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,AlwaysWearMasks,micropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Medium,Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Low,FrequentlyWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Republican,Low,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Expanded Limit to 25 or Fewer,Medium
Heavily Republican,Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Low,Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Medium,Lifted,High
Leaning Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,Medium,High,AlwaysWearMasks,micropolitan,Republican,Very High,Lifted,Very High
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,High,Lifted,High
Heavily Republican,High,Very Low,AlwaysWearMasks,noncore,Republican,Very High,Lifted,High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,Medium,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,High
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Expanded Limit to Greater Than 25,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,High,AlwaysWearMasks,noncore,Democratic,High,Expanded Limit to Greater Than 25,Low
Republican,Very High,Very Low,AlwaysWearMasks,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Democrat,Very Low,Very High,AlwaysWearMasks,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,Low,NeverWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,High,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Low
Heavily Republican,Medium,Low,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Even,Very High,Very Low,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Democrat,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Very High
Heavily Republican,Very High,Very Low,AlwaysWearMasks,metropolitan,Republican,Low,Expanded Limit to Greater Than 25,High
Republican,Very High,Medium,AlwaysWearMasks,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Medium,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Medium,Very High,AlwaysWearMasks,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Even,Medium,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,High,High,AlwaysWearMasks,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Low
Republican,High,Medium,AlwaysWearMasks,metropolitan,Democratic,High,>10 People Prohibited,Low
Heavily Republican,Very Low,High,AlwaysWearMasks,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,FrequentlyWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,Low
Heavily Republican,Very High,Very Low,SometimesWearMasks,noncore,Republican,Very High,Expanded Limit to Greater Than 25,High
Heavily Republican,Low,Medium,AlwaysWearMasks,noncore,Democratic,Very High,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,Low,High,AlwaysWearMasks,noncore,Democratic,Low,Expanded Limit to Greater Than 25,Very Low
Leaning Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Very Low
Democrat,Medium,Medium,AlwaysWearMasks,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Leaning Republican,Medium,Low,AlwaysWearMasks,micropolitan,Democratic,Medium,Expanded Limit to Greater Than 25,Very Low
Heavily Republican,High,Low,AlwaysWearMasks,metropolitan,Democratic,Low,Expanded Limit to Greater Than 25,Low
Leaning Democrat,High,Low,AlwaysWearMasks,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,Low,AlwaysWearMasks,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,AlwaysWearMasks,micropolitan,Republican,High,Expanded Limit to 25 or Fewer,Very Low
Heavily Republican,Very Low,Very High,AlwaysWearMasks,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Low,Medium,AlwaysWearMasks,micropolitan,Republican,Low,Lifted,Medium
Heavily Republican,Low,High,AlwaysWearMasks,metropolitan,Republican,Low,Lifted,High
Heavily Republican,Low,Very High,AlwaysWearMasks,micropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
