CPL,MI,HS,CDC,UI,SPL,ICU,BLG,CC
Heavily Republican,High,Very High,Medium,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Medium,High,metropolitan,Democratic,Medium,Expanded Limit,Very Low
Heavily Democrat,Very High,Very Low,High,noncore,Democratic,Very High,Gatherings Prohibited,Very Low
Leaning Republican,Medium,Very High,High,metropolitan,Democratic,Medium,Gatherings Prohibited,Very High
Leaning Republican,High,Very Low,Low,micropolitan,Democratic,Low,Lifted,Medium
Republican,Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Low,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,Low,Low,micropolitan,Republican,Medium,Expanded Limit,Very Low
Heavily Republican,High,Very Low,Medium,micropolitan,Republican,Very High,Expanded Limit,Low
Heavily Republican,Medium,High,Medium,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Low,Lifted,Very Low
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,Very High,Medium,noncore,Republican,Very High,Lifted,Low
Heavily Republican,Medium,Medium,Medium,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,High,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,Medium,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,Very High,Medium,micropolitan,Republican,Medium,Lifted,Medium
Republican,Very High,Medium,Medium,metropolitan,Republican,Medium,Lifted,High
Heavily Republican,Medium,Very Low,Low,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,Medium,Expanded Limit,Medium
Heavily Republican,Low,High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Democrat,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,High,High,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,Medium,metropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Very High,Medium,High,metropolitan,Democratic,Medium,Expanded Limit,Low
Republican,Very High,Low,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very Low
Leaning Democrat,Very Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Low,High,noncore,Democratic,High,Expanded Limit,Very Low
Leaning Republican,Very High,Low,High,metropolitan,Democratic,Medium,Expanded Limit,High
Republican,Medium,Medium,Medium,metropolitan,Democratic,High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Very High,Very Low,Low,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Medium,Low,noncore,Republican,Very High,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,Low,micropolitan,Republican,Low,Expanded Limit,Medium
Heavily Republican,Low,Low,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Medium,Low,micropolitan,Republican,Medium,Expanded Limit,High
Heavily Republican,Medium,High,Medium,noncore,Republican,Low,Expanded Limit,Medium
Heavily Republican,Medium,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very Low,Very High,Medium,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very High,Medium,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Low
Democrat,Very High,Low,High,metropolitan,Democratic,Medium,Expanded Limit,Low
Heavily Republican,Low,Medium,High,noncore,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Very High,Low,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,High,Low,High,metropolitan,Democratic,Very High,Gatherings Prohibited,Very Low
Leaning Republican,High,Very Low,High,micropolitan,Democratic,High,Gatherings Prohibited,Low
Heavily Republican,High,High,Low,noncore,Democratic,Low,Lifted,Medium
Heavily Republican,Medium,Medium,High,noncore,Democratic,Medium,Expanded Limit,Very Low
Heavily Democrat,Very High,Medium,High,metropolitan,Democratic,High,Expanded Limit,Medium
Even,Very High,Very Low,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Democrat,Very Low,Very High,High,noncore,Democratic,High,New Limit on Large Gatherings in Place,High
Leaning Democrat,Low,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Medium,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Medium
Leaning Republican,Medium,High,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Medium,Medium,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,Low,micropolitan,Republican,Medium,Expanded Limit,Very Low
Heavily Republican,Very High,Medium,Medium,metropolitan,Republican,High,Expanded Limit,Very Low
Heavily Republican,High,Low,Medium,noncore,Republican,Very High,Expanded Limit,Low
Heavily Republican,Medium,Medium,Low,noncore,Republican,Low,Lifted,Medium
Leaning Republican,Medium,High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Low
Leaning Republican,Very Low,Very High,Medium,noncore,Republican,Low,Lifted,High
Heavily Republican,Low,Very High,Low,micropolitan,Republican,Medium,Expanded Limit,Very High
Heavily Republican,Low,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Democrat,Very Low,Very High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,High,High,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Leaning Republican,Low,Very High,High,metropolitan,Democratic,Low,Expanded Limit,Very High
Heavily Republican,Very Low,Very High,Medium,micropolitan,Democratic,Low,Expanded Limit,Very Low
Democrat,Very High,Very Low,High,metropolitan,Democratic,Low,Gatherings Prohibited,Very Low
Heavily Republican,Low,Very Low,Low,noncore,Republican,Very High,Expanded Limit,Very Low
Even,Very High,Very Low,High,micropolitan,Republican,Low,Lifted,Very Low
Heavily Republican,Very Low,Very Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Democrat,Very High,Medium,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Very Low
Even,Very High,Low,High,metropolitan,Democratic,Medium,Expanded Limit,Low
Heavily Republican,High,Very Low,High,micropolitan,Democratic,Medium,Expanded Limit,Very Low
Heavily Republican,High,Medium,High,noncore,Democratic,Low,Expanded Limit,Very Low
Heavily Democrat,Very High,High,High,metropolitan,Democratic,Low,Expanded Limit,High
Heavily Democrat,Very Low,Very High,High,micropolitan,Democratic,Low,New Limit on Large Gatherings in Place,High
Republican,Low,Very High,Medium,noncore,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Medium,Low,metropolitan,Republican,Low,Expanded Limit,Very Low
Heavily Republican,Very High,Low,High,metropolitan,Republican,Low,Expanded Limit,Low
Leaning Democrat,High,Low,Medium,metropolitan,Republican,High,Expanded Limit,Medium
Heavily Republican,Medium,Low,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Leaning Republican,Very High,Very Low,Low,micropolitan,Republican,Low,Lifted,Very High
Heavily Republican,High,Very Low,Low,metropolitan,Republican,High,Lifted,Very High
Heavily Republican,Low,Very High,Low,noncore,Republican,Medium,Expanded Limit,Very High
Heavily Republican,High,High,High,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Very High,Very High,High,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,High,Low,High,metropolitan,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Very High,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Very Low,Medium,metropolitan,Republican,Medium,Expanded Limit,Very High
Republican,Medium,High,High,noncore,Democratic,Very High,Gatherings Prohibited,Medium
Heavily Republican,Very Low,Very High,Medium,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
Republican,Very High,Very Low,Low,metropolitan,Democratic,Low,Lifted,Very High
Leaning Republican,Medium,Medium,High,micropolitan,Democratic,High,Expanded Limit,Very Low
Leaning Republican,Very Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Low,Very High,High,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,Medium,Low,metropolitan,Republican,Low,Expanded Limit,Low
Heavily Republican,High,Low,Medium,noncore,Republican,Low,Lifted,Low
Heavily Republican,High,High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very High
Republican,Low,Medium,Low,metropolitan,Republican,High,Expanded Limit,Very High
Leaning Democrat,High,High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,High,High,metropolitan,Republican,Low,New Limit on Large Gatherings in Place,Medium
Even,Very High,Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,High,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Medium
Heavily Republican,Low,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Even,High,High,High,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Very Low,Medium,High,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Low,Low,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Medium,Very Low,High,metropolitan,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Very Low,High,Medium,noncore,Democratic,Low,Expanded Limit,Medium
Heavily Republican,Very Low,Medium,Medium,noncore,Democratic,Very High,Gatherings Prohibited,Very Low
Leaning Republican,Medium,Medium,High,micropolitan,Democratic,High,Gatherings Prohibited,Very Low
Heavily Republican,Low,Very High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Very High,Very Low,High,metropolitan,Republican,Very High,Expanded Limit,Medium
Heavily Democrat,Very Low,Very High,High,micropolitan,Democratic,High,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very High,Very Low,High,metropolitan,Democratic,Medium,Expanded Limit,Very Low
Leaning Republican,High,Low,High,micropolitan,Democratic,Medium,Expanded Limit,Very Low
Leaning Democrat,Very High,Low,High,metropolitan,Democratic,Medium,Expanded Limit,Very Low
Heavily Democrat,High,Very Low,High,metropolitan,Democratic,Medium,Expanded Limit,Very Low
Heavily Republican,Very High,Low,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Republican,Low,Very High,High,noncore,Democratic,Medium,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Low,High,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,High,Low,Low,micropolitan,Republican,Low,New Limit on Large Gatherings in Place,High
Heavily Republican,Very High,Very Low,Low,micropolitan,Republican,High,New Limit on Large Gatherings in Place,Very High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Low,Lifted,Medium
Heavily Republican,Very Low,High,Low,noncore,Republican,Medium,Lifted,High
Even,High,High,High,metropolitan,Democratic,Medium,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very High,Low,High,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Republican,Very Low,High,Low,noncore,Republican,Low,Lifted,Very High
Heavily Republican,High,Low,Medium,noncore,Republican,Very High,Lifted,Very High
Heavily Republican,Low,High,Medium,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Democrat,Very Low,Very High,High,micropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Very High
Leaning Republican,Very High,Very Low,High,metropolitan,Republican,Medium,New Limit on Large Gatherings in Place,Low
Democrat,Very High,Very Low,High,micropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Very High,Medium,High,noncore,Democratic,Low,Expanded Limit,Very Low
Heavily Republican,Very Low,High,Low,noncore,Democratic,Low,Expanded Limit,Medium
Republican,Low,Very Low,Medium,noncore,Democratic,Low,Lifted,High
Even,Very High,Low,Medium,metropolitan,Democratic,Medium,Lifted,Very High
Heavily Republican,Medium,Medium,Low,noncore,Republican,Very High,Expanded Limit,Very Low
Heavily Republican,High,Medium,Medium,noncore,Democratic,Very High,Lifted,Medium
Republican,Low,Very Low,Medium,noncore,Democratic,High,Lifted,Medium
Leaning Democrat,Very High,Very Low,Medium,metropolitan,Democratic,High,Lifted,High
Heavily Republican,High,Low,Low,metropolitan,Democratic,Medium,Lifted,Very High
Heavily Republican,High,Very Low,Low,micropolitan,Republican,High,Expanded Limit,Medium
Leaning Democrat,High,Low,Medium,metropolitan,Democratic,Medium,Lifted,High
Heavily Democrat,Low,High,High,metropolitan,Republican,Low,Expanded Limit,High
Heavily Republican,Low,High,Low,micropolitan,Republican,High,Expanded Limit,Very High
Republican,Very Low,Very High,Medium,noncore,Republican,Low,Expanded Limit,High
Heavily Republican,Medium,Medium,High,noncore,Republican,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,Very Low,Low,Medium,noncore,Republican,Very High,New Limit on Large Gatherings in Place,Medium
Heavily Republican,High,Low,Medium,metropolitan,Democratic,Very High,New Limit on Large Gatherings in Place,Low
Heavily Republican,Low,Medium,Low,noncore,Democratic,Low,New Limit on Large Gatherings in Place,Very Low
Heavily Republican,Medium,Low,High,metropolitan,Democratic,Low,New Limit on Large Gatherings in Place,Low
Heavily Republican,High,High,Low,micropolitan,Republican,High,Lifted,Low
Heavily Republican,High,Very High,Medium,micropolitan,Republican,Medium,Lifted,High
Heavily Republican,Low,High,Medium,metropolitan,Republican,High,Lifted,Medium
Republican,High,Low,Low,metropolitan,Republican,High,New Limit on Large Gatherings in Place,Medium
